GalaxyName           IDSN          RA               DEC      z      TU        taum   etaum    taul   etaul    zmetm   ezmetm   zmetl  ezmetl    mfor   emfor    mact   emact    vsys          evsys   sigma  esigma      x1     ex1       c      ec      mu      emu   S
 1237666339188834503   14333         16.285259     -0.012700  0.2701  10.1635    6.387   0.000   5.584   0.000   1.231   0.000   1.329   0.000  11.060   0.000  10.840   0.000     35.22     90.04    233.60      0.00  -0.430   0.390  -0.140   0.040  40.830   0.220  1
 1237666300018819099   20787         50.510803     -0.442507  0.2705  10.1597    5.898   0.008   3.320   0.003   0.690   0.000   1.393   0.001  11.370   0.000  11.160   0.000      5.48     76.13    207.90      0.00  -0.580   0.830   0.270   0.070  40.310   0.270  1
 1237657070092025931   19002         42.615253     -0.551258  0.2710  10.1549    7.534   0.000   3.834   0.000   1.394   0.000   1.108   0.000  10.890   0.000  10.670   0.000     11.76    115.20    172.10      0.00   0.380   0.320  -0.100   0.030  40.650   0.200  1
 1237663785279881489   20467         20.019876      0.913416  0.2710  10.1549    0.341   0.001   0.167   0.000   1.701   0.002   1.435   0.001   9.480   0.000   9.390   0.000    -15.18     76.84     94.78      0.02   0.900   0.560  -0.060   0.040  40.980   0.230  1
 1237680099166912698   18971         31.445435      1.208770  0.2714  10.1511    2.834   0.000   2.225   0.000   1.907   0.000   1.789   0.000  11.000   0.000  10.830   0.000      2.37     49.91    180.50      0.00  -1.670   0.690   0.060   0.060  40.600   0.250  1
 1237663783141835725   14524         41.562759     -0.797867  0.2722  10.1435    7.626   0.000   3.640   0.000   1.014   0.000   0.508   0.000  10.820   0.000  10.580   0.000    -22.89     93.31    137.40      0.00  -0.180   0.490   0.070   0.050  40.770   0.220  1
 1237663784212562431   6275          34.589718      0.029904  0.2733  10.1330    6.919   0.000   4.227   0.000   0.848   0.000   0.296   0.000  11.030   0.000  10.810   0.000    -20.24     83.04    140.40     21.91   0.180   0.720   0.140   0.050  40.450   0.240  1
 1237657070620574235   21589         23.576147     -0.022340  0.2734  10.1321    6.263   0.001   1.229   0.001   1.204   0.000   1.171   0.001  11.270   0.000  11.070   0.000    -33.01     84.62    137.10      0.03   2.040   1.120   0.190   0.080  41.330   0.330  1
 1237666300021506130   11306         56.738464     -0.518323  0.2735  10.1311    6.015   0.003   1.954   0.002   1.111   0.001   1.803   0.004  11.520   0.000  11.310   0.000    -31.79     85.45    249.60      0.61   0.380   0.780  -0.040   0.070  40.670   0.270  1
 1237663543685087893   15356        335.053253      0.409838  0.2749  10.1179    2.664   0.000   2.570   0.000   1.263   0.000   1.364   0.000  10.420   0.000  10.250   0.000    -14.08     29.62    194.50      0.00  -0.560   0.490  -0.050   0.040  40.560   0.220  1
 1237666408440725958   16405        356.103851      0.367836  0.2757  10.1103    6.835   0.295   3.244   0.149   0.776   0.006   1.046   0.006  11.320   0.010  11.110   0.010    -17.53     70.70    129.30      0.00   0.740   0.730   0.010   0.040  40.610   0.230  1
 1237657190372016472   20626          8.475752     -0.593082  0.2763  10.1046    1.232   0.001   0.885   0.000   1.329   0.001   0.785   0.001  10.500   0.000  10.370   0.000    -35.21     75.19     78.78     14.86   2.780   1.130  -0.010   0.060  41.680   0.320  1
 1237657191976534238   4046         354.498230      0.642014  0.2770  10.0980    5.694   0.000   1.230   0.000   1.475   0.000   0.646   0.000  11.130   0.000  10.940   0.000     -0.16    102.10    169.70      3.79   0.920   0.530  -0.010   0.040  40.820   0.230  1
 1237666408440135898   5473         354.736633      0.383418  0.2771  10.0970    5.053   0.002   3.214   0.000   1.790   0.000   1.707   0.000  11.210   0.000  11.010   0.000     -0.60     66.64    206.80      0.00  -1.020   0.430  -0.070   0.050  40.800   0.230  1
 1237657190900433560   20227        349.119904     -0.098585  0.2773  10.0951    7.175   0.000   6.863   0.000   0.593   0.000   0.513   0.000  11.240   0.000  11.000   0.000    -16.14    188.20    114.10      0.00  -1.240   0.580  -0.150   0.040  40.810   0.230  1
 1237656906348888177   14340        345.826569     -0.855376  0.2774  10.0942    6.917   0.000   6.234   0.000   1.131   0.000   1.044   0.000  11.630   0.000  11.410   0.000     -9.60     58.61    335.40      0.00  -0.510   0.540   0.020   0.050  40.590   0.240  1
 1237663783674118396   4000          31.015886     -0.365931  0.2777  10.0914    7.872   0.002   4.134   0.002   0.921   0.000   0.638   0.000  11.350   0.000  11.140   0.000    -27.69     80.10    151.40     23.95  -0.950   0.650  -0.010   0.060  40.840   0.270  1
 1237663277923959057   19051        351.375214      0.423017  0.2778  10.0904    2.699   0.000   2.487   0.000   2.080   0.000   1.927   0.000  11.140   0.000  10.960   0.000      7.17     41.61    245.10      0.00   0.780   0.300  -0.040   0.030  40.730   0.190  1
 1237663278461026565   14545        351.748169      1.017135  0.2780  10.0885    5.539   0.000   4.356   0.000   0.792   0.000   0.754   0.000  11.620   0.000  11.420   0.000     17.49     57.38    265.70      0.00   1.190   0.470  -0.060   0.040  40.770   0.230  1
 1237663462608011509   17421        352.385681      0.675940  0.2781  10.0876    4.678   0.000   3.300   0.000   1.708   0.000   2.010   0.000  11.420   0.000  11.240   0.000    -18.50     43.70    252.70      0.00  -1.820   1.240   0.070   0.090  40.490   0.390  1
 1237663783121912544   15137        356.107300     -0.806580  0.2789  10.0800    7.968   0.000   5.937   0.000   1.345   0.000   0.419   0.000  10.590   0.000  10.350   0.000    -22.92     93.28    133.70      0.00  -0.760   0.460  -0.080   0.050  40.810   0.220  1
 1237663277924614415   7373         352.804810      0.588227  0.2801  10.0687    3.102   0.030   1.349   0.010   0.876   0.004   0.897   0.011  10.740   0.000  10.570   0.000    -17.99     81.68    122.90      0.14   1.640   0.560  -0.060   0.040  40.970   0.220  1
 1237663783675756839   5957          34.760513     -0.272920  0.2803  10.0668    4.450   0.000   1.954   0.000   0.696   0.000   0.649   0.000  10.400   0.000  10.200   0.000     -7.06     83.92    147.60      0.00  -0.080   0.420  -0.100   0.040  40.840   0.210  1
 1237663277925139062   6709         353.992706      0.613582  0.2805  10.0650    7.570   0.000   6.325   0.000   0.728   0.000   0.233   0.000  11.500   0.000  11.260   0.000    -25.44     67.23    193.10      0.00  -1.070   1.150   0.050   0.090  40.960   0.330  1
 1237656906348757528   18253        345.584290     -0.908503  0.2806  10.0640    3.690   0.000   1.651   0.000   0.199   0.000   0.382   0.000  10.260   0.000  10.070   0.000    -46.93     82.07    133.40      0.00  -1.400   0.680   0.020   0.080  40.670   0.280  1
 1237666408441708761   15755        358.403107      0.226284  0.2811  10.0593    0.297   0.005   0.170   0.000   0.498   0.012   0.289   0.001  10.160   0.000  10.080   0.000    -46.63     85.42    150.70      0.00  -0.700   0.460  -0.020   0.040  40.620   0.220  1
 1237663275777720792   10559        354.116425     -1.226601  0.2811  10.0593    5.599   0.001   4.257   0.001   1.022   0.000   0.888   0.000  10.710   0.000  10.490   0.000     -2.02     82.90    131.00      0.00   1.170   1.050   0.020   0.060  40.860   0.300  1
 1237663542612460262   6196         337.631073     -0.502793  0.2813  10.0574    8.941   0.000   6.308   0.000   1.035   0.000   1.204   0.000  11.460   0.000  11.230   0.000      1.67     76.98    228.40     33.85  -1.380   0.600  -0.010   0.050  40.430   0.230  1
 1237663784195326314   14478        355.292572      0.069092  0.2818  10.0527    5.770   0.001   2.472   0.001   0.768   0.000   1.260   0.001  11.500   0.000  11.300   0.000    -52.51    111.80    163.80     16.68  -1.390   0.860   0.270   0.080  40.430   0.290  1
 1237663783656227065   19088        350.126709     -0.346062  0.2830  10.0415    5.124   0.000   1.296   0.000   0.665   0.000   1.510   0.000  10.720   0.000  10.530   0.000    -22.15     92.09     68.87     11.03   2.620   1.260   0.270   0.070  41.100   0.350  1
 1237678437018042944   15584         43.495358      0.986908  0.2842  10.0302    7.876   0.000   1.963   0.000   0.485   0.000   0.298   0.001  11.390   0.000  11.170   0.000     20.91     87.32    158.10      0.00   0.390   0.410  -0.050   0.040  40.740   0.210  1
 1237663783125319711   15961          3.749659     -0.804378  0.2853  10.0200    3.599   0.000   0.785   0.000   0.776   0.000   0.922   0.000  10.750   0.000  10.580   0.000     -1.68     96.01    106.70      0.00  -0.950   1.440   0.230   0.090  40.760   0.380  1
 1237663783677133016   16072         37.929581     -0.367634  0.2859  10.0143    7.653   0.000   5.565   0.000   1.131   0.000   1.135   0.000  11.000   0.000  10.780   0.000     -5.96    152.30    183.60     45.60   0.420   0.660  -0.030   0.050  40.790   0.240  1
 1237657189832851840   18189          3.124369     -0.977370  0.2858  10.0153    5.555   0.001   1.189   0.000   0.903   0.001   1.740   0.001  11.370   0.000  11.170   0.000     -7.06     88.18    162.30      0.07  -0.610   0.820   0.170   0.070  40.560   0.280  1
 1237663784198996487   20588          3.611775      0.091942  0.2867  10.0069    7.727   0.000   2.918   0.000   0.632   0.000   0.743   0.000  10.820   0.000  10.600   0.000    -13.32    184.50    119.30     18.09   2.990   1.550  -0.010   0.090  42.390   0.420  1
 1237678617404179648   20040        328.879425      0.814989  0.2880   9.9948    6.336   0.000   5.182   0.000   1.670   0.000   1.591   0.000  10.320   0.000  10.100   0.000     10.11     20.00    101.20      0.00   1.010   0.720  -0.110   0.040  40.840   0.240  1
 1237657071698707180   15226         33.663166      0.696280  0.2886   9.9892    5.459   0.087   4.157   0.039   1.019   0.009   1.295   0.003  10.800   0.000  10.600   0.000     -8.74     65.42    172.20      0.00  -1.290   0.540   0.090   0.070  40.540   0.240  1
 1237663783654785302   13441        346.952942     -0.233055  0.2888   9.9873    3.387   0.000   2.420   0.000   1.170   0.000   0.983   0.000  11.500   0.000  11.330   0.000    -24.83    177.60    173.80     71.95   0.310   0.850   0.030   0.050  40.810   0.270  1
 1237663782603325756   4181          37.817776     -1.131010  0.2892   9.9836    0.623   0.003   0.337   0.000   1.022   0.001   1.314   0.018  10.470   0.000  10.370   0.000    -35.59     87.69    154.10      0.00   2.140   0.780  -0.080   0.040  41.220   0.270  1
 1237657191980073195   3565           2.587626      0.709211  0.2898   9.9780    4.163   0.000   2.700   0.000   1.915   0.000   1.435   0.000  11.830   0.000  11.640   0.000     -4.77     37.95    348.10      0.00  -0.860   0.490  -0.190   0.050  41.080   0.230  1
 1237663479257170513   20578        329.584503      0.183076  0.2904   9.9724    5.193   0.000   2.574   0.000   1.594   0.000   2.160   0.000  11.660   0.000  11.470   0.000      8.91     56.51    334.00      0.00  -1.020   1.170  -0.020   0.070  41.120   0.320  1
 1237663444906017256   2789         344.201416      0.401018  0.2905   9.9715    7.021   0.001   5.166   0.001   1.008   0.000   0.906   0.000  11.250   0.000  11.030   0.000    -49.75     76.59    228.00     30.55  -0.850   0.530  -0.110   0.050  40.820   0.240  1
 1237666407366328709   4206         354.577118     -0.486515  0.2907   9.9697    6.116   0.000   5.190   0.000   0.493   0.000   0.567   0.000  10.800   0.000  10.560   0.000   -100.00     73.07    175.20      0.00  -1.500   0.660   0.030   0.070  40.780   0.270  1
 1237663543696425212   11858          1.051556      0.359424  0.2913   9.9641    3.760   0.005   1.513   0.002   0.276   0.004   0.288   0.001  10.170   0.000   9.980   0.000     23.54     84.27    120.20      0.00   0.230   2.560   0.060   0.120  41.310   0.490  1
 1237663479258022833   19414        331.591675      0.040387  0.2918   9.9595    6.374   0.000   3.800   0.000   1.397   0.000   1.886   0.000  11.080   0.000  10.880   0.000     -5.32     42.59    191.00      0.00   1.360   1.090   0.190   0.070  40.950   0.340  1
 1237678595932684553   15663        336.407257      1.229462  0.2922   9.9558    7.123   0.001   2.821   0.000   1.174   0.000   0.874   0.000  10.750   0.000  10.530   0.000    -11.30     89.18    116.00      0.02  -0.480   0.610  -0.040   0.050  40.690   0.250  1
 1237663782590873812   2871           9.347629     -1.086755  0.2923   9.9548    4.049   0.000   2.671   0.000   1.645   0.000   2.074   0.000  11.410   0.000  11.230   0.000    -23.01     47.08    283.50      0.00  -1.040   0.940  -0.050   0.080  40.960   0.300  1
 1237666340797743442   16417         12.344758      1.214620  0.2924   9.9539    4.762   0.021   2.823   0.012   1.122   0.005   0.739   0.003  10.680   0.000  10.480   0.000     22.10     75.59    100.30      0.00   1.050   1.140   0.050   0.060  41.050   0.290  1
 1237663783144390824   18201         47.312466     -0.644572  0.2930   9.9484    7.146   0.000   1.568   0.000   0.369   0.000   0.583   0.000  11.330   0.000  11.110   0.000     25.54    110.50    210.30      0.00   0.850   0.750   0.030   0.060  40.840   0.270  1
 1237660024493900468   20400        337.531891     -1.154307  0.2936   9.9428    3.079   0.000   2.454   0.000   1.845   0.000   2.041   0.000  10.850   0.000  10.680   0.000      3.05     34.74    159.80      0.00   1.820   0.940   0.090   0.050  40.840   0.260  1
 1237663783654327097   18221        345.891754     -0.375049  0.2939   9.9400    4.948   0.000   3.843   0.000   1.276   0.000   1.538   0.000  11.330   0.000  11.130   0.000    -10.80     56.43    257.40      0.00  -0.630   0.730   0.210   0.070  40.290   0.280  1
 1237660024494162578   6807         338.069092     -1.145671  0.2950   9.9299    4.763   0.000   4.266   0.000   1.222   0.000   1.364   0.000  10.880   0.000  10.680   0.000      1.04    134.30    172.40      0.00   0.180   1.050   0.120   0.060  40.750   0.280  1
 1237657190369788342   6249           3.265469     -0.620192  0.2951   9.9290    1.771   0.000   0.895   0.001   0.435   0.002   1.428   0.003  10.160   0.000  10.000   0.000      7.60     75.48    112.00      0.00   0.760   0.690   0.030   0.050  40.930   0.230  1
 1237663783133643108   15805         22.871777     -0.717929  0.2954   9.9262    7.850   0.001   2.267   0.001   0.936   0.000   0.699   0.000  11.180   0.000  10.960   0.000     -1.77     85.59    111.50      0.00   1.730   1.640   0.220   0.090  41.390   0.400  1
 1237666338652487684   2149          17.447845     -0.588672  0.2956   9.9243    0.974   0.000   0.560   0.000   1.487   0.000   1.476   0.000  10.330   0.000  10.200   0.000     -5.36     66.82    118.10      0.72   0.280   0.680  -0.100   0.060  41.240   0.260  1
 1237663204919083897   18952         11.306824      0.827774  0.2959   9.9216    0.888   0.000   0.635   0.000   1.473   0.000   1.264   0.000  10.250   0.000  10.130   0.000    -61.27     77.15    117.60      0.00  -2.760   0.850   0.130   0.070  40.470   0.290  1
 1237678617431900508   4311          32.130798      1.019879  0.2963   9.9179    1.440   0.000   0.860   0.000   0.599   0.000   0.609   0.000  10.320   0.000  10.170   0.000    -38.99     79.42     78.87     10.46  -0.070   0.480  -0.030   0.050  40.740   0.240  1
 1237666408442101951   19794        359.318970      0.249229  0.2972   9.9096    3.899   0.000   3.710   0.000   1.317   0.000   1.342   0.000  11.310   0.000  11.120   0.000     10.69    116.80    347.50      0.00  -2.460   0.700   0.020   0.080  40.790   0.290  1
 1237663458851619714   1119         320.413513      0.894592  0.2978   9.9041    3.538   0.000   1.808   0.000   1.091   0.000   0.966   0.000  10.990   0.000  10.800   0.000    -10.59    131.80    177.80      0.00   0.800   1.410  -0.130   0.060  41.230   0.360  1
 1237663544222483004   703          336.217865      0.650587  0.2980   9.9022    6.505   0.000   1.197   0.000   0.399   0.000   0.644   0.000  10.070   0.000   9.860   0.000      5.93     77.45     77.60      5.39   0.730   0.630  -0.010   0.050  40.820   0.240  1
 1237663784205156941   9594          17.714228      0.121613  0.2982   9.9004    8.341   0.000   7.714   0.000   0.755   0.000   0.553   0.000  11.220   0.000  10.990   0.000      8.07    187.20    161.00     24.97   0.210   1.470   0.150   0.090  40.650   0.350  1
 1237678617402933784   13610        326.014648      0.726163  0.2983   9.8995    0.311   0.000   0.133   0.000   1.855   0.000   0.840   0.001  10.550   0.000  10.470   0.000    -11.47    103.50    132.10      0.00   0.260   0.540  -0.090   0.040  40.790   0.230  1
 1237663784202207497   3887          10.943202      0.074200  0.2986   9.8967    4.876   0.000   2.607   0.000   1.538   0.000   1.591   0.000  10.970   0.000  10.770   0.000    -32.69    103.80    208.30      0.00  -2.700   1.120   0.030   0.090  40.570   0.370  1
 1237663783676608887   16644         36.817028     -0.393128  0.2988   9.8949    8.324   0.027   3.496   0.005   1.745   0.001   0.553   0.001  11.060   0.000  10.820   0.000      4.86     96.77    153.60      0.00  -1.990   1.110  -0.050   0.110  41.010   0.370  1
 1237657071157904062   19344         24.684910      0.376475  0.2990   9.8931    4.328   0.015   2.989   0.005   1.200   0.003   1.189   0.001  10.800   0.000  10.610   0.000     10.29     37.47    170.90      0.00   0.460   0.760   0.260   0.060  40.420   0.260  1
 1237663204921377321   20663         16.452246      0.820602  0.2996   9.8876    5.646   0.000   2.328   0.000   0.885   0.000   1.045   0.000  10.830   0.000  10.630   0.000    -49.48     83.85    110.10      8.56   0.230   1.730  -0.050   0.070  41.000   0.340  1
 1237666407916372535   18836         24.727570     -0.033450  0.3001   9.8830    2.495   0.001   0.755   0.000   0.499   0.000   1.183   0.000  10.940   0.000  10.770   0.000    -11.88     78.74    112.90     32.79   1.700   1.090   0.180   0.070  41.180   0.330  1
 1237663783123813102   16551          0.447912     -0.672932  0.3001   9.8830    7.102   0.000   6.325   0.000   0.852   0.000   1.040   0.000  11.420   0.000  11.210   0.000    -15.43     77.46    248.80      0.00  -1.890   0.600  -0.050   0.070  40.640   0.270  1
 1237663783673200920   20971         29.041925     -0.215974  0.3005   9.8793    0.605   0.000   0.298   0.000   1.421   0.001   1.087   0.000  10.750   0.000  10.650   0.000    -21.76     81.31    164.20      0.00  -2.640   0.580  -0.140   0.070  40.960   0.250  1
 1237663784192377526   13864        348.574066      0.191009  0.3008   9.8766    6.195   0.000   4.288   0.000   1.893   0.000   1.460   0.000  11.120   0.000  10.900   0.000     -8.34    106.20    195.00     37.95   0.880   0.500  -0.030   0.070  40.950   0.240  1
 1237663275775754943   10550        349.675323     -1.204956  0.3008   9.8766    3.331   0.000   2.425   0.000   0.066   0.000   0.399   0.000  10.180   0.000   9.980   0.000    -23.88     80.19    124.10      0.00   1.270   0.970   0.070   0.080  41.130   0.310  1
 1237666407900578027   16396        348.642883     -0.104593  0.3008   9.8766    5.601   0.001   2.565   0.001   1.130   0.000   1.214   0.001  11.680   0.000  11.480   0.000    -57.42     73.22    202.90      0.00  -1.380   1.050   0.040   0.070  40.730   0.300  1
 1237678617402606633   20722        325.256134      0.701288  0.3013   9.8720    2.897   0.000   2.557   0.000   1.674   0.000   1.782   0.000  10.750   0.000  10.590   0.000      2.40     56.18    170.90      0.00  -0.100   0.760  -0.080   0.060  40.900   0.260  1
 1237663782595658007   7721          20.241007     -1.118208  0.3020   9.8656    3.443   0.004   0.889   0.001   1.183   0.001   1.678   0.000  11.450   0.000  11.280   0.000      2.56     75.96    233.00      0.03   1.660   1.370   0.070   0.060  41.190   0.320  1
 1237657071156658550   13529         21.719995      0.336713  0.3024   9.8619    0.243   0.000   0.087   0.000   0.523   0.000   1.479   0.000   9.290   0.000   9.210   0.000    -88.53     83.01    120.80      0.00  -0.830   0.540  -0.100   0.050  40.700   0.230  1
 1237656906352624108   17395        354.405945     -0.950561  0.3027   9.8592    7.902   0.000   3.421   0.000   1.361   0.000   0.584   0.000  10.930   0.000  10.700   0.000    -27.09    102.40    168.50      0.00   0.470   0.770  -0.130   0.060  41.070   0.280  1
 1237663458852930169   17687        323.369263      1.002860  0.3032   9.8546    7.447   0.000   2.967   0.000   1.237   0.000   0.753   0.000  10.820   0.000  10.590   0.000    -35.41    105.00     89.73      9.79  -0.080   1.390   0.020   0.110  41.470   0.490  1
 1237663462608470358   1650         353.510956      0.683231  0.3043   9.8446    2.230   0.142   1.371   0.070   0.680   0.031   0.687   0.005  10.770   0.000  10.610   0.000    -13.06     78.00    160.70      0.00  -1.980   0.980   0.170   0.100  40.460   0.340  1
 1237657189816140279   13677        325.020874     -1.020819  0.3047   9.8410    6.133   0.000   4.350   0.000   1.345   0.000   1.398   0.000  11.400   0.000  11.190   0.000     -5.03     65.37    225.10      0.00  -1.360   0.820  -0.030   0.060  41.000   0.280  1
 1237657586029167130   6851          52.104450     -0.048595  0.3048   9.8401    3.473   0.000   2.733   0.000   1.729   0.000   0.996   0.000  11.090   0.000  10.910   0.000     12.18     84.30    148.50      0.00   1.000   0.820  -0.080   0.050  41.010   0.250  1
 1237663479800398323   17682        344.107971      0.501792  0.3048   9.8401    7.640   0.006   4.034   0.008   0.910   0.002   0.988   0.005  11.090   0.000  10.870   0.000    -37.21     70.37    193.10      0.00  -1.750   1.090   0.070   0.070  40.260   0.320  1
 1237663480334647818   20829        338.136688      0.859046  0.3049   9.8391    7.891   0.021   4.856   0.023   1.668   0.011   1.053   0.010  11.030   0.000  10.800   0.000    -16.61     92.84    113.20      0.00  -0.520   1.500  -0.180   0.070  41.070   0.300  1
 1237663784749695336   19818         35.266663      0.496336  0.3050   9.8382    0.146   0.000   0.084   0.000   0.702   0.000   1.511   0.000  10.170   0.000  10.100   0.000    -38.15     85.28    141.30      0.00   1.080   0.590  -0.030   0.040  40.880   0.230  1
 1237663542607086759   12850        325.409607     -0.437351  0.3050   9.8382    6.993   0.000   5.933   0.000   0.732   0.000   0.878   0.000  10.350   0.000  10.110   0.000     -7.32     86.76    169.30      0.00   0.060   0.880   0.080   0.060  40.650   0.300  1
 1237666407899070761   7143         345.262329     -0.207461  0.3051   9.8373    1.254   0.056   0.457   0.007   1.216   0.014   1.627   0.021  10.620   0.000  10.500   0.000    -66.15     57.80     81.13      0.05  -0.490   0.630   0.010   0.050  41.030   0.230  1
 1237678437014962995   13378         36.542507      1.146338  0.3051   9.8373    2.432   0.000   2.593   0.000   2.036   0.000   1.956   0.000  10.790   0.000  10.620   0.000     -0.23     62.22    229.20      0.00   0.330   0.820   0.010   0.070  41.080   0.280  1
 1237666408456782027   15765         32.847099      0.246012  0.3051   9.8373    5.457   0.000   3.407   0.000   1.577   0.000   1.895   0.000  11.630   0.000  11.440   0.000    -30.75    180.20    301.80     22.12  -0.260   0.800   0.050   0.060  40.900   0.270  1
 1237656906354000236   13646        357.472565     -1.032152  0.3054   9.8346    5.253   0.028   0.959   0.004   0.154   0.002   0.645   0.004  10.250   0.000  10.050   0.000      9.08     90.67    142.30      0.00   1.080   0.640  -0.160   0.050  41.330   0.240  1
 1237657071157248556   20750         23.140619      0.412759  0.3057   9.8319    1.000   0.000   1.000   0.000   2.500   0.000   2.500   0.000  10.890   0.000  10.770   0.000     -0.93     63.55    262.60      0.00  -2.700   0.920  -0.140   0.070  40.850   0.280  1
 1237656567581704950   9155         327.354370     -0.784757  0.3057   9.8319    3.967   0.000   1.245   0.000   0.690   0.000   0.847   0.000  10.480   0.000  10.290   0.000     -9.44     68.39     67.27      0.00   2.130   1.460  -0.020   0.080  41.330   0.370  1
 1237663479255270047   6535         325.249054      0.053171  0.3059   9.8300    2.863   0.000   2.098   0.000   1.500   0.000   1.830   0.000  10.420   0.000  10.240   0.000     14.81     39.43    149.80      0.00   0.760   0.740   0.040   0.040  40.500   0.230  1
 1237660025586975269   12974         21.641632     -0.228429  0.3063   9.8264    2.862   0.000   2.439   0.000   1.831   0.000   1.983   0.000  10.650   0.000  10.480   0.000      5.61     41.96    167.50      0.00  -2.550   0.790  -0.010   0.080  40.430   0.320  1
 1237660024493572454   2079         336.806549     -1.067775  0.3066   9.8237    2.809   0.000   2.515   0.000   1.743   0.000   1.506   0.000  10.980   0.000  10.800   0.000     -1.04     50.95    236.80      0.00   0.690   0.880   0.170   0.070  40.610   0.310  1
 1237666407362724412   4969         346.367523     -0.471857  0.3068   9.8219    7.969   0.001   3.312   0.000   1.340   0.000   0.796   0.000  11.210   0.000  10.980   0.000    -19.29     83.47    141.40      0.00  -0.420   0.910   0.130   0.080  40.870   0.310  1
 1237663237667356741   14593         54.963661     -0.777820  0.3072   9.8182    7.832   0.000   7.426   0.000   1.222   0.000   0.973   0.000  11.890   0.000  11.660   0.000    -16.07     83.33    270.50      0.00  -1.700   0.580   0.060   0.050  40.480   0.240  1
 1237666300021113061   20386         55.797749     -0.489667  0.3078   9.8128    3.150   0.000   3.152   0.000   1.975   0.000   1.900   0.000  11.480   0.000  11.300   0.000     33.16     99.90    226.80      0.00  -0.150   0.600  -0.080   0.050  40.740   0.230  1
 1237660339090031072   3535          44.117222     -0.133567  0.3084   9.8074    7.020   0.002   2.173   0.002   0.996   0.000   0.932   0.000  11.020   0.000  10.810   0.000    -27.61     75.57    122.80     16.36   1.020   0.690   0.020   0.050  41.070   0.260  1
 1237663543683056479   19545        330.443054      0.401124  0.3091   9.8010    2.497   0.000   2.622   0.000   1.727   0.000   1.506   0.000  10.930   0.000  10.760   0.000      0.18     51.68    203.30      0.00  -1.320   0.670  -0.070   0.070  40.720   0.240  1
 1237660241924784249   17049         51.204632      1.028364  0.3093   9.7992    3.201   0.000   2.813   0.000   1.548   0.000   1.759   0.000  11.780   0.000  11.600   0.000    -17.27     54.22    333.10      0.00  -1.000   0.980  -0.150   0.020  41.220   0.290  1
 1237663277925270171   15945        354.335114      0.499545  0.3095   9.7974    5.255   0.000   1.581   0.000   0.552   0.000   1.194   0.000  10.790   0.000  10.590   0.000      0.99    125.40    168.90      6.78  -0.420   1.050   0.030   0.080  40.830   0.290  1
 1237657189815355016   20065        323.222382     -0.947263  0.3098   9.7947    8.058   0.000   3.056   0.000   0.835   0.000   0.752   0.000  11.640   0.000  11.420   0.000     30.75     60.99    191.00      0.00   0.280   1.010   0.140   0.080  40.980   0.290  1
 1237663784207581477   16472         23.260212      0.165886  0.3099   9.7938    9.339   0.000   1.822   0.000   1.012   0.000   1.734   0.000  11.340   0.000  11.110   0.000    -56.57     94.27    140.40      0.00  -0.250   0.810   0.010   0.060  40.850   0.260  1
 1237663278461944269   7644         353.934998      0.868201  0.3101   9.7920    5.431   0.000   2.070   0.000   0.111   0.000   0.236   0.000  10.330   0.000  10.120   0.000    -10.43     90.21    139.10      0.00   1.300   1.160   0.030   0.060  41.270   0.290  1
 1237663275775557866   12199        349.165863     -1.158548  0.3104   9.7893    1.003   0.078   0.634   0.006   1.355   0.007   1.239   0.012  11.520   0.000  11.400   0.000    -16.98     68.99    191.80      0.00  -1.340   0.720  -0.150   0.080  40.900   0.280  1
 1237656567042802769   6699         322.814911     -1.057074  0.3106   9.7875    8.329   0.000   4.595   0.000   0.700   0.000   1.462   0.000  10.810   0.000  10.570   0.000    -42.83     99.82    138.40     20.26  -0.510   0.900  -0.140   0.050  41.210   0.260  1
 1237666408437252306   16211        348.163971      0.266791  0.3110   9.7838    8.879   0.000   6.604   0.000   1.034   0.000   1.216   0.000  11.690   0.000  11.470   0.000     -7.22     53.38    292.50      0.00  -2.210   0.630  -0.030   0.080  40.840   0.290  1
 1237663238204883576   14137         56.519070     -0.400798  0.3116   9.7784    6.942   0.000   7.202   0.000   2.220   0.000   1.614   0.000  11.800   0.000  11.580   0.000    -14.82     61.28    403.20      0.00  -0.250   0.980  -0.100   0.080  41.280   0.340  1
 1237657191445234134   18741          7.160344      0.271227  0.3120   9.7748    6.082   0.082   2.206   0.015   1.480   0.008   2.018   0.002  11.080   0.000  10.880   0.000    -37.06     70.90    138.10      0.00  -1.110   1.030  -0.050   0.100  41.230   0.350  1
 1237666408436924787   15359        347.456238      0.310502  0.3120   9.7748    0.520   0.001   0.241   0.000   1.280   0.002   0.997   0.002  10.050   0.000   9.960   0.000      0.06     87.92    139.10      0.00   1.020   0.520   0.040   0.040  40.740   0.230  1
 1237657190900957519   15353        350.291534     -0.175891  0.3131   9.7649    5.674   0.000   3.804   0.000   1.229   0.000   1.413   0.000  11.730   0.000  11.520   0.000     -6.23     64.57    228.20      0.00   0.150   0.590  -0.070   0.050  40.870   0.240  1
 1237666407378780506   16237         23.010323     -0.623868  0.3132   9.7640    4.894   0.000   2.400   0.000   1.348   0.000   1.610   0.000  10.580   0.000  10.370   0.000    -55.74     52.26    149.30      0.00  -1.280   0.520  -0.160   0.050  41.070   0.220  1
